"#ID","domain","phylum","class","order","family","genus","species"
"NBDL-HHG28F5DHB4W1J","Eukaryota","Chordata","Actinopteri","Perciformes","Scorpaenidae","Helicolenus","Helicolenus percoides"
"NBDL-HK3Q46Y3QW8HZQ","Eukaryota","Chordata","Elasmobranchii","Myliobatiformes","Urolophidae","Urolophus","Urolophus kapalensis"
"NBDL-J1XVBWCEJR640P","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Lissocampus","Lissocampus runa"
"NBDL-HK3R5BQVHXXBVT","Eukaryota","Chordata","Actinopteri","Anguilliformes","Synaphobranchidae","Diastobranchus","Diastobranchus capensis"
"NBDL-J1XVBWGFMVRJY4","Eukaryota","Chordata","Actinopteri","Aulopiformes","Evermannellidae","Evermannella","Evermannella indica"
"NBDL-HK4A8AFTNAHMWG","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Feroxodon","Feroxodon multistriatus"
"NBDL-HXDQPBPQNM7581","Eukaryota","Chordata","Actinopteri","Blenniiformes","Clinidae","Cristiceps","Cristiceps australis"
"NBDL-HXDQPBESHMT56X","Eukaryota","Chordata","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides","Coryphaenoides serrulatus"
"NBDL-JFE9FMCQGY11P8","Eukaryota","Chordata","Actinopteri","Gadiformes","Macrouridae","Mesovagus","Mesovagus berryi"
"NBDL-HHG28F20MBDVAS","Eukaryota","Chordata","Actinopteri","Batrachoidiformes","Batrachoididae","Batrachomoeus","Batrachomoeus dahli"
"NBDL-HK3T1ZX9HNCYX8","Eukaryota","Chordata","Actinopteri","Centrarchiformes","""Percalates-clade""","Percalates","Percalates colonorum"
"NBDL-JFE9FMBKKYEPDF","Eukaryota","Chordata","Actinopteri","Acropomatiformes","Malakichthyidae","Malakichthys","Malakichthys levis"
"NBDL-J1XVBWSBMV6QSG","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Lutjanidae","Randallichthys","Randallichthys filamentosus"
"NBDL-HK4B09J3QDWWV2","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Ostorhinchus","Ostorhinchus fasciatus"
"NBDL-HK3SPRQKHH3H6Q","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Lobotidae","Hapalogenys","Hapalogenys dampieriensis"
"NBDL-HXDQPBJ7NMGQNK","Eukaryota","Chordata","Actinopteri","Stomiiformes","Sternoptychidae","Polyipnus","Polyipnus tridentifer"
"NBDL-HK3SXDXWQ32S7Q","Eukaryota","Chordata","Actinopteri","Zeiformes","Grammicolepididae","Xenolepidichthys","Xenolepidichthys dalgleishi"
"NBDL-HK3Q46XKGWFDNA","Eukaryota","Chordata","Elasmobranchii","Myliobatiformes","Urolophidae","Trygonoptera","Trygonoptera testacea"
"NBDL-HR5S2B6DG2WSY9","Eukaryota","Chordata","Actinopteri","Scombriformes","Nomeidae","Nomeus","Nomeus gronovii"
"NBDL-HK3QV5MGH4PN3M","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Mullidae","Upeneus","Upeneus moluccensis"
"NBDL-HK3QV5PDJ4GQV5","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Latridae","Nemadactylus","Nemadactylus valenciennesi"
"NBDL-HK3SPRRAMG53X0","Eukaryota","Chordata","Actinopteri","Alepocephaliformes","Alepocephalidae","Xenodermichthys","Xenodermichthys copei"
"NBDL-HXDQPBQCQM9Z05","Eukaryota","Chordata","Actinopteri","Blenniiformes","Pomacentridae","Amphiprion","Amphiprion akindynos"
"NBDL-HK3QV5M8H4QVAM","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Mullidae","Parupeneus","Parupeneus jansenii"
"NBDL-HK3QD0RQPSBMHJ","Eukaryota","Chordata","Elasmobranchii","Carcharhiniformes","Pentanchidae","Asymbolus","Asymbolus occiduus"
"NBDL-HK4B09FYHBN920","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus grammoptilus"
"NBDL-JFE9FMBSQYE6MQ","Eukaryota","Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophiomus","Lophiomus nigriventris"
"NBDL-HK4AMQY2MCQ0DF","Eukaryota","Chordata","Actinopteri","Scombriformes","Bramidae","Brama","Brama pauciradiata"
"NBDL-HXDQPBGGGMCPTA","Eukaryota","Chordata","Actinopteri","Gadiformes","Macrouridae","Nezumia","Nezumia namatahi"
"NBDL-HXDQPBDXPMSSK8","Eukaryota","Chordata","Actinopteri","Gadiformes","Macrouridae","Coelorinchus","Coelorinchus fasciatus"
"NBDL-HK3T5NRJPR60M6","Eukaryota","Chordata","Actinopteri","Scombriformes","Gempylidae","Rexea","Rexea prometheoides"
"NBDL-HXDQPBG1PMDXHP","Eukaryota","Chordata","Actinopteri","Gadiformes","Macrouridae","Nezumia","Nezumia coheni"
"NBDL-JFE9FMDTPZZRK4","Eukaryota","Chordata","Elasmobranchii","Myliobatiformes","Dasyatidae","Taeniura","Taeniura lymma"
"NBDL-HRXJ1RJ7P749JA","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Naso","Naso lopezi"
"NBDL-JFE9FME1QY5VAN","Eukaryota","Chordata","Actinopteri","Scombriformes","Caristiidae","Caristius","Caristius meridionalis"
"NBDL-HR5S2AWEK4QCP4","Eukaryota","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus","Gobiomorphus australis"
"NBDL-HHG28F4SHB97R2","Eukaryota","Chordata","Actinopteri","Carangiformes","Paralichthyidae","Pseudorhombus","Pseudorhombus dupliciocellatus"
"NBDL-HK3QHXTPMPXBB0","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Nemipteridae","Nemipterus","Nemipterus nematopus"
"NBDL-HK4A8ADQJAY7ES","Eukaryota","Chordata","Actinopteri","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax pseudothyrsoideus"
"NBDL-HK3SMQDPHSBN26","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Latilidae","Branchiostegus","Branchiostegus wardi"
"NBDL-HXDQPBKSHMHD7V","Eukaryota","Chordata","Actinopteri","Perciformes","Triglidae","Heminodus","Heminodus philippinus"
"NBDL-HK3S2V5YP9T7VP","Eukaryota","Chordata","Actinopteri","Perciformes","Neosebastidae","Neosebastes","Neosebastes longirostris"
"NBDL-HZ4562GEQPCEN8","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Ostorhinchus","Ostorhinchus novemfasciatus"
"NBDL-HK3SPRSBJG4JVW","Eukaryota","Chordata","Actinopteri","Perciformes","Epinephelidae","Cephalopholis","Cephalopholis cyanostigma"
"NBDL-HR5S2B43N2KB4M","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Pseudocheilinus","Pseudocheilinus hexataenia"
"NBDL-HXDQPBZ8KNN34S","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Ostorhinchus","Ostorhinchus apogonoides"
"NBDL-HXDQPBH1PMCF5P","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Leiognathidae","Gazza","Gazza minuta"
"NBDL-HK3SPRQPQH3SAK","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Haemulidae","Plectorhinchus","Plectorhinchus flavomaculatus"
"NBDL-HK3Q46XPPWF8DP","Eukaryota","Chordata","Elasmobranchii","Myliobatiformes","Urolophidae","Urolophus","Urolophus bucculentus"
"NBDL-HXDQPBRWMNS00Y","Eukaryota","Chordata","Actinopteri","Labriformes","Pinguipedidae","Parapercis","Parapercis diplospilus"
"NBDL-HR5S2B14K37RTJ","Eukaryota","Chordata","Actinopteri","Blenniiformes","Blenniidae","Atrosalarias","Atrosalarias fuscus"
"NBDL-HK3R0HM7P7RK6E","Eukaryota","Chordata","Actinopteri","Anguilliformes","Nemichthyidae","Avocettina","Avocettina"
"NBDL-J1XVBWSSGV6BCR","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Lethrinidae","Lethrinus","Lethrinus semicinctus"
"NBDL-J1XVBXN8JWHX8J","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Callanthiidae","Callanthias","Callanthias australis"
"NBDL-J1XVBWPXKT8GC3","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Potamalosa","Potamalosa richmondia"
"NBDL-HXDQPBR7JNSJBA","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus sydneyanus"
"NBDL-HR5S2B15H37S7E","Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Strongylura","Strongylura leiura"
"NBDL-HK3Q46Y5KW8MTZ","Eukaryota","Chordata","Elasmobranchii","Myliobatiformes","Urolophidae","Urolophus","Urolophus lobatus"
"NBDL-HXDQPBPNHM7RKS","Eukaryota","Chordata","Actinopteri","Scombriformes","Trichiuridae","Aphanopus","Aphanopus beckeri"
"NBDL-HR5S2B62J2WAGD","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Pictilabrus","Pictilabrus laticlavius"
"NBDL-HK3SZKX4PDBYW0","Eukaryota","Chordata","Actinopteri","Clupeiformes","Spratelloididae","Spratelloides","Spratelloides delicatulus"
"NBDL-HK3SXDW9N34PSK","Eukaryota","Chordata","Actinopteri","Perciformes","Anthiadidae","Tosana","Tosana dampieriensis"
"NBDL-HK3QFJ3DJ4BR1M","Eukaryota","Chordata","Actinopteri","Scombriformes","Bramidae","Brama","Brama brama"
"NBDL-HK4AMR03J902B0","Eukaryota","Chordata","Actinopteri","Carangiformes","Paralichthyidae","Pseudorhombus","Pseudorhombus quinquocellatus"
"NBDL-HK3SJ4EBQNXAHW","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Sparidae","Rhabdosargus","Rhabdosargus sarba"
"NBDL-HR5S2B6HG2X5RS","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Lutjanidae","Macolor","Macolor niger"
"NBDL-HK3R5BQHNXTM9J","Eukaryota","Chordata","Actinopteri","Anguilliformes","Synaphobranchidae","Ilyophis","Ilyophis brunneus"
"NBDL-HR5S2B04K2S56J","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Callionymidae","Diplogrammus","Diplogrammus goramensis"
"NBDL-HK3RX9EBQZBW9P","Eukaryota","Chordata","Actinopteri","Trachichthyiformes","Trachichthyidae","Gephyroberyx","Gephyroberyx japonicus"
"NBDL-HK3RC4DQMA06XN","Eukaryota","Chordata","Actinopteri","Perciformes","Platycephalidae","Onigocia","Onigocia spinosa"
"NBDL-HK3QHXTRGPX2N8","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Nemipteridae","Nemipterus","Nemipterus zysron"
"NBDL-HK3SMQE9PSMMFZ","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Sillaginidae","Sillago","Sillago flindersi"
"NBDL-HK3S2V67QA6GM7","Eukaryota","Chordata","Actinopteri","Perciformes","Neosebastidae","Neosebastes","Neosebastes thetidis"
"NBDL-HK3QY5Q9H9T5QQ","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Aracanidae","Caprichthys","Caprichthys gymnura"
"NBDL-HXDQPBYGKNNZSS","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Jaydia","Jaydia truncata"
"NBDL-HK3SZKW4PD9GG0","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Latridae","Latridopsis","Latridopsis forsteri"
"NBDL-HHG28F3KPBCN9X","Eukaryota","Chordata","Actinopteri","Gadiformes","Macrouridae","Coelorinchus","Coelorinchus kaiyomaru"
"NBDL-HK3R5BR4JX4AQD","Eukaryota","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla","Anguilla reinhardti"
"NBDL-HK3RC4CPPAEP7S","Eukaryota","Chordata","Actinopteri","Perciformes","Platycephalidae","Platycephalus","Platycephalus caeruleopunctatus"
"NBDL-J1XVBWR9GV472R","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Xanthichthys","Xanthichthys caeruleolineatus"
"NBDL-HR5S2AZSG4KRFX","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Leiognathidae","Photopectoralis","Photopectoralis bindus"
"NBDL-HK3QFJ1VN4JH59","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Parastromateus","Parastromateus niger"
"NBDL-HK3QHXTAMPWCVG","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Nemipteridae","Nemipterus","Nemipterus aurifilum"
"NBDL-HK3QFJ2WM48GDR","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachinotus","Trachinotus blochii"
"NBDL-HK3QFJ1ZN4JRWS","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Pseudocaranx","Pseudocaranx georgianus"
"NBDL-HK3RDJRWJ2SFBE","Eukaryota","Chordata","Actinopteri","Gadiformes","Moridae","Antimora","Antimora rostrata"
"NBDL-HHG28F2DJBCFVN","Eukaryota","Chordata","Actinopteri","Lophiiformes","Ogcocephalidae","Halieutopsis","Halieutopsis bathyoreos"
"NBDL-HK3R5BNPPXVBP3","Eukaryota","Chordata","Actinopteri","Anguilliformes","Congridae","Gnathophis","Gnathophis grahami"
"NBDL-HZ4562GRKPFYWG","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Fowleria","Fowleria aurita"
"NBDL-HK3RZTQJN4Y351","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Centriscidae","Centriscus","Centriscus cristatus"
"NBDL-J1XVBWP9KT9KWK","Eukaryota","Chordata","Actinopteri","Mugiliformes","Ambassidae","Ambassis","Ambassis interrupta"
"NBDL-HK3RX9D8MZP2FZ","Eukaryota","Chordata","Actinopteri","Perciformes","Triglidae","Peristedion","Peristedion liorhynchus"
"NBDL-HK3RX9D0MZPFRZ","Eukaryota","Chordata","Actinopteri","Perciformes","Triglidae","Lepidotrigla","Lepidotrigla vanessa"
"NBDL-HK3PGJC6HR1AH9","Eukaryota","Chordata","Elasmobranchii","Carcharhiniformes","Pentanchidae","Halaelurus","Halaelurus sellus"
"NBDL-HXDQPBB6KQ2DC3","Eukaryota","Chordata","Actinopteri","Gadiformes","Bathygadidae","Bathygadus","Bathygadus spongiceps"
"NBDL-HR5S2AVWP4RZ5B","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Macropharyngodon","Macropharyngodon meleagris"
"NBDL-HR5S2B3ZM34WWK","Eukaryota","Chordata","Actinopteri","Perciformes","Platycephalidae","Sunagocia","Sunagocia arenicola"
"NBDL-HR5S2B2RJ353GF","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon baronessa"
"NBDL-HK3R7JPTP1MP3H","Eukaryota","Chordata","Actinopteri","Anguilliformes","Nettastomatidae","Venefica","Venefica proboscidea"
"NBDL-HR5SFNX1PTSNKX","Eukaryota","Chordata","Actinopteri","Blenniiformes","Blenniidae","Petroscirtes","Petroscirtes breviceps"
"NBDL-HXDQPBYYQNNJWH","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Siphamia","Siphamia tubulata"
"NBDL-HXDQPC0FJ6Z2N6","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Ostorhinchus","Ostorhinchus pallidofasciatus"
"NBDL-HR5S2AZ0J4JAG1","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon lunula"
"NBDL-HK3RZTQ4H4YMXS","Eukaryota","Chordata","Actinopteri","Beryciformes","Berycidae","Centroberyx","Centroberyx lineatus"
"NBDL-J1XVBWCRPR91DE","Eukaryota","Chordata","Actinopteri","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax robinsi"
"NBDL-HXDQPBJRKMKS6F","Eukaryota","Chordata","Actinopteri","Perciformes","Scorpaenidae","Brachypterois","Brachypterois curvispina"
"NBDL-HK3QQM29G1PGVM","Eukaryota","Chordata","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","Apristurus longicephalus"
"NBDL-HZ4562E3MQ0WJF","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Scarus","Scarus globiceps"
"NBDL-J1XVBWM2PT3F6T","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Callionymidae","Callionymus","Repomucenus russelli"
"NBDL-HR5S2B08K36R52","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus vaigiensis"
"NBDL-HR5SFP1SPM9VRV","Eukaryota","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Helcogramma","Helcogramma vulcana"
"NBDL-HRXJ1RGSH7Y9FQ","Eukaryota","Chordata","Actinopteri","Blenniiformes","Pomacentridae","Abudefduf","Abudefduf vaigiensis"
"NBDL-HK3R7JRVN12WVP","Eukaryota","Chordata","Actinopteri","Argentiniformes","Microstomatidae","Nansenia","Nansenia antarctica"
"NBDL-HRXJ1RHHH7Z34Q","Eukaryota","Chordata","Actinopteri","Perciformes","Anthiadidae","Pseudanthias","Pseudanthias gibbosus"
"NBDL-HK3PGJASMR8GQJ","Eukaryota","Chordata","Elasmobranchii","Orectolobiformes","Orectolobidae","Orectolobus","Orectolobus ornatus"
"NBDL-HR5S2B24J32FJZ","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Mullidae","Parupeneus","Parupeneus pleurostigma"
"NBDL-HXDQPBYVNNJASD","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Vincentia","Vincentia conspersa"
"NBDL-HRXJ1RGEK7S81K","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Halichoeres","Halichoeres chloropterus"
"NBDL-HR5S2B11H370YY","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Nemipteridae","Scolopsis","Scolopsis bilineatus"
"NBDL-HK4AMQYAMCQK0F","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Naso","Naso reticulatus"
"NBDL-J1XVBWC7MR6K0A","Eukaryota","Chordata","Actinopteri","Perciformes","Scorpaenidae","Caracanthus","Caracanthus maculatus"
"NBDL-HXDQPBQQNM9PW1","Eukaryota","Chordata","Actinopteri","Blenniiformes","Pomacentridae","Chromis","Chromis westaustralis"
"NBDL-HK3SMQE5PSMT1F","Eukaryota","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis","Arripis truttaceus"
"NBDL-J1XVBWT2HVBM69","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Lutjanidae","Paracaesio","Paracaesio kusakarii"
"NBDL-HK3Q0H8AKJNVJ3","Eukaryota","Chordata","Elasmobranchii","Squaliformes","Squalidae","Squalus","Squalus montalbani"
"NBDL-HHG28F5MQBA5TY","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Nelusetta","Nelusetta ayraud"
"NBDL-HK3RC4DZMA1JEN","Eukaryota","Chordata","Actinopteri","Perciformes","Platycephalidae","Insidiator","Suggrundus macracanthus"
"NBDL-HR5S2AVDG4SQPZ","Eukaryota","Chordata","Actinopteri","Gobiiformes","Eleotridae","Gobiomorphus","Gobiomorphus coxii"
"NBDL-HK4B09H9JE7VQQ","Eukaryota","Chordata","Actinopteri","Carangiformes","Soleidae","Pardachirus","Pardachirus pavoninus"
"NBDL-HZ4562EJJQ1V9V","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Pomacanthidae","Centropyge","Centropyge heraldi"
"NBDL-J1XVBWPHKT97FK","Eukaryota","Chordata","Actinopteri","Mugiliformes","Ambassidae","Ambassis","Ambassis miops"
"NBDL-HK3RZTQ9Q4YV15","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Fistulariidae","Fistularia","Fistularia petimba"
"NBDL-HR5SFNZZKTHXS8","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Oxycheilinus","Oxycheilinus bimaculatus"
"NBDL-HK3R0HM6G7RJNJ","Eukaryota","Chordata","Actinopteri","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax undulatus"
"NBDL-HK4AMQYRGCMGTQ","Eukaryota","Chordata","Actinopteri","Labriformes","Uranoscopidae","Ichthyscopus","Ichthyscopus insperatus"
"NBDL-HK3QATC1HP3GS9","Eukaryota","Chordata","Holocephali","Chimaeriformes","Chimaeridae","Chimaera","Chimaera obscura"
"NBDL-HZ4562D5HMTPK2","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Trachystoma","Trachystoma petardi"
"NBDL-J1XVBWG5GVS2PW","Eukaryota","Chordata","Actinopteri","Lampriformes","Regalecidae","Regalecus","Regalecus glesne"
"NBDL-HHG28F2MMBD6E9","Eukaryota","Chordata","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides","Coryphaenoides mcmillani"
"NBDL-HR5S2B18K37BS2","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus olivaceus"
"NBDL-HK3SMQEMMSNN9V","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Sillaginidae","Sillago","Sillago schomburgkii"
"NBDL-HR5S2AYYP4HJ7S","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Haemulidae","Plectorhinchus","Plectorhinchus chrysotaenia"
"NBDL-HHG28F12QBH6MC","Eukaryota","Chordata","Actinopteri","Aulopiformes","Ipnopidae","Bathypterois","Bathypterois longifilis"
"NBDL-HK3T893VJMPNY6","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Hygophum","Hygophum proximum"
"NBDL-HK3QHXTCGPW25R","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Nemipteridae","Nemipterus","Nemipterus balinensoides"
"NBDL-HK4A8AETNAK18G","Eukaryota","Chordata","Actinopteri","Ophidiiformes","Carapidae","Carapus","Carapus mourlani"
"NBDL-HK4A8AEPNAJE40","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Pomacanthidae","Pomacanthus","Pomacanthus imperator"
"NBDL-HXDQPBYMKNN5K9","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Jaydia","Jaydia melanopus"
"NBDL-HK3QD0V0QSQ3N3","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Atropus","Atropus mentalis"
"NBDL-HK3SMQEEGSMKX3","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Sillaginidae","Sillago","Sillago ciliata"
"NBDL-HZ4562EYJMYE5B","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Fowleria","Fowleria variegata"
"NBDL-J1XVBWSPJV66CC","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Lethrinidae","Lethrinus","Lethrinus conchyliatus"
"NBDL-HHG28F3GMBCJ0S","Eukaryota","Chordata","Actinopteri","Gadiformes","Macrouridae","Coelorinchus","Coelorinchus matamua"
"NBDL-HK3R0HNHJ86866","Eukaryota","Chordata","Actinopteri","Anguilliformes","Congridae","Conger","Conger macrocephalus"
"NBDL-HXDQPBPRQM7GFN","Eukaryota","Chordata","Actinopteri","Blenniiformes","Clinidae","Heteroclinus","Heteroclinus flavescens"
"NBDL-HZ4562E8PQ1BH3","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Cetoscarus","Cetoscarus ocellatus"
"NBDL-HXDQPBA3NQ4KS7","Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Thryssa","Thryssa setirostris"
"NBDL-HXDQPB93JQ0EC2","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Diaphus","Diaphus danae"
"NBDL-HK3S2V6ANA6RR3","Eukaryota","Chordata","Actinopteri","Perciformes","Neosebastidae","Neosebastes","Neosebastes pandus"
"NBDL-HR5S2B74P2ZM15","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon rainfordi"
"NBDL-HK3QHXTQJPXDNW","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Nemipteridae","Nemipterus","Nemipterus peronii"
"NBDL-HR5S2B0ZN2SX2P","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Coradion","Coradion chrysozonus"
"NBDL-HK3QATCNHP2XTS","Eukaryota","Chordata","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja","Bathyraja maccaini"
"NBDL-HK4A8AD5PAZX9H","Eukaryota","Chordata","Actinopteri","Blenniiformes","Pomacentridae","Pristotis","Pristotis obtusirostris"
"NBDL-HK3SXDWVH34CVB","Eukaryota","Chordata","Actinopteri","Perciformes","Anthiadidae","Lepidoperca","Lepidoperca pulchella"
"NBDL-HK3S2V6MH9SNCB","Eukaryota","Chordata","Actinopteri","Perciformes","Scorpaenidae","Lythrichthys","Lythrichthys grahami"
"NBDL-JFE9FMC4JZY3HC","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Lutjanidae","Lutjanus","Lutjanus bengalensis"
"NBDL-HXDQPBKTQMH8EQ","Eukaryota","Chordata","Actinopteri","Perciformes","Triglidae","Scalicus","Scalicus hians"
"NBDL-HK4B09J5KDWSWT","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Ephippidae","Platax","Platax batavianus"
"NBDL-HR5S2B5BN2HHFM","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Lutjanidae","Lutjanus","Lutjanus bohar"
"NBDL-HZ4562GHHPF3XW","Eukaryota","Chordata","Actinopteri","Gobiiformes","Apogonidae","Ostorhinchus","Ostorhinchus angustatus"
"NBDL-HK3PGJB2PRDW1P","Eukaryota","Chordata","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","Apristurus australis"
"NBDL-HK3QY5N8G9NB36","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Scobinichthys","Scobinichthys granulatus"
"NBDL-HZ45629FNMG1J8","Eukaryota","Chordata","Actinopteri","Blenniiformes","Plesiopidae","Plesiops","Plesiops coeruleolineatus"
"NBDL-HK3QD0S0GSA6T6","Eukaryota","Chordata","Elasmobranchii","Squaliformes","Centrophoridae","Centrophorus","Centrophorus granulosus"
"NBDL-HHG28F22GBDR1H","Eukaryota","Chordata","Actinopteri","Blenniiformes","Pseudochromidae","Pseudochromis","Pseudochromis reticulatus"
"NBDL-HK3Q0H8BNJNS1Q","Eukaryota","Chordata","Elasmobranchii","Squaliformes","Squalidae","Squalus","Squalus nasutus"
"NBDL-JFE9FMTQKHMG37","Eukaryota","Chordata","Actinopteri","Labriformes","Uranoscopidae","Kathetostoma","Kathetostoma canaster"
"NBDL-HRXJ1RHWQ7WTRB","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Pomacanthidae","Chaetodontoplus","Chaetodontoplus ballinae"
"NBDL-HHG28F43NBAQGA","Eukaryota","Chordata","Actinopteri","Carangiformes","Bothidae","Grammatobothus","Grammatobothus polyophthalmus"
"NBDL-JFE9FMV8NHNM4V","Eukaryota","Chordata","Actinopteri","Stomiiformes","Stomiidae","Eupogonesthes","Eupogonesthes xenicus"
"NBDL-HK3RC4C6PA1X9S","Eukaryota","Chordata","Actinopteri","Zeiformes","Oreosomatidae","Neocyttus","Neocyttus rhomboidalis"
"NBDL-HK3SPRR7JG5YMC","Eukaryota","Chordata","Actinopteri","Alepocephaliformes","Alepocephalidae","Narcetes","Narcetes lloydi"
"NBDL-HK3RDJQDK2E7J1","Eukaryota","Chordata","Actinopteri","Aulopiformes","Synodontidae","Saurida","Saurida longimanus"
"NBDL-HZ4562B4JMSEJS","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Stigmatopora","Stigmatopora nigra"
"NBDL-HXDQPBT1HNWVT7","Eukaryota","Chordata","Actinopteri","Perciformes","Triglidae","Pterygotrigla","Pterygotrigla cajorarori"
"NBDL-HZ4562D6KMVB46","Eukaryota","Chordata","Actinopteri","Beryciformes","Holocentridae","Plectrypops","Plectrypops lima"
